poNumber,date,quantity,amount,location,status
PO140692CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140693CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140694CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140695CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140696CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140697CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140698CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140699CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140700CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140701CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140702CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140703CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140704CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140705CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140706CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140707CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140708CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140709CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140710CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140711CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140712CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140713CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140714CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140715CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140716CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140717CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140718CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140719CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140720CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140721CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140722CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140723CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140724CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140725CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140726CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140727CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140728CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140729CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140730CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140731CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140732CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140733CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140734CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140735CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140736CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140737CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140738CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140739CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140740CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140741CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140742CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140743CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140744CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140745CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140746CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140747CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140748CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140749CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140750CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140751CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140752CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140753CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140754CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140755CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140756CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140757CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140758CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140759CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140760CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140761CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140762CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140763CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140764CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140765CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140766CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140767CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140768CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140769CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140770CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140771CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140772CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140773CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140774CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140775CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140776CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140777CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140778CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140779CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140780CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140781CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140782CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140783CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140784CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140785CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140786CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140787CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140788CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140789CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140790CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140791CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140792CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140793CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140794CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140795CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140796CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140797CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140798CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140799CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140800CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140801CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140802CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140803CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140804CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140805CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140806CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140807CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140808CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140809CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140810CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140811CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140812CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140813CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140814CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140815CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140816CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140817CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140818CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140819CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140820CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140821CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140822CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140823CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140824CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140825CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140826CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140827CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140828CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140829CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140830CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140831CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140832CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140833CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140834CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140835CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140836CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140837CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140838CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140839CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140840CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140841CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140842CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140843CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140844CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140845CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140846CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140847CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140848CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140849CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140850CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140851CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140852CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140853CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140854CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140855CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140856CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140857CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140858CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140859CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140860CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140861CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140862CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140863CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140864CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140865CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140866CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140867CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140868CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140869CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140870CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140871CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140872CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140873CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140874CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140875CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140876CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140877CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140878CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140879CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140880CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140881CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140882CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140883CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140884CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140885CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140886CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140887CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140888CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140889CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140890CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140891CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140892CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140893CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140894CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140895CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140896CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140897CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140898CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140899CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140900CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140901CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140902CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140903CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140904CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140905CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140906CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140907CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140908CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140909CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140910CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140911CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140912CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140913CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140914CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140915CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140916CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140917CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140918CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140919CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140920CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140921CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140922CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140923CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140924CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140925CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140926CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140927CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140928CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140929CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140930CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140931CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140932CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140933CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140934CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140935CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140936CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140937CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140938CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140939CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140940CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140941CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140942CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140943CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140944CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140945CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140946CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140947CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140948CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140949CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140950CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140951CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140952CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140953CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140954CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140955CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140956CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140957CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140958CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140959CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140960CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140961CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140962CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140963CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140964CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140965CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140966CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140967CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140968CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140969CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140970CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140971CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140972CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140973CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140974CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140975CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140976CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140977CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140978CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140979CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140980CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140981CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140982CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140983CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140984CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140985CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140986CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140987CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140988CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
